OBSERVATIONS

Stations
  Stnr Name              Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99840 SVALBARD LUFTHAVN Oct 1964                           28  78.2453   15.5015 NORWAY                                                            


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD   FF                                               
 99840 2012   10   21         0 1009.2 -999.5 -999.5  -1.3 -999.5    117  1.9                                                
 99840 2012   10   21         6 1009.4    1.1      x  -1.2 -999.5    108  0.7                                        
 99840 2012   10   21        12 1009.7 -999.5 -999.5  -1.3 -999.5    117  0.7                                                 
 99840 2012   10   21        18 1008.4    0.9 -999.5  -1.6 -999.5      0  0.0                                            
 99840 2012   10   22         0 1007.7 -999.5 -999.5  -1.2 -999.5    253  1.7                                                
 99840 2012   10   22         6 1006.1    1.2 -999.5  -2.0 -999.5    128  0.8                                             
 99840 2012   10   22        12 1002.6 -999.5 -999.5  -2.1 -999.5    125  1.2                                                 
 99840 2012   10   22        18  998.5    3.4 -999.5  -3.4 -999.5    238 11.1                                              
 99840 2012   10   23         0  995.3 -999.5 -999.5  -4.2 -999.5    244  6.5                                               
 99840 2012   10   23         6  995.9    2.0 -999.5  -0.9 -999.5     18  1.0                                           
 99840 2012   10   23        12 1000.0 -999.5 -999.5  -3.9 -999.5    353  8.9                                                 
 99840 2012   10   23        18 1001.6    0.1 -999.5  -6.5 -999.5    355  9.0                                              
 99840 2012   10   24         0 1002.6 -999.5 -999.5  -9.1 -999.5    326  8.9                                                
 99840 2012   10   24         6 1001.3    0.0 -999.5 -10.7 -999.5    321  7.7                                              
 99840 2012   10   24        12  999.2 -999.5 -999.5 -12.0 -999.5    329  4.3                                                 
 99840 2012   10   24        18  998.3      x -999.5 -16.2 -999.5    122  5.5                                            
 99840 2012   10   25         0 1000.4 -999.5 -999.5 -16.5 -999.5    128  5.8                                                 
 99840 2012   10   25         6 1004.5      x      x -16.1 -999.5    115  6.9                                       
 99840 2012   10   25        12 1008.9 -999.5 -999.5 -10.4 -999.5    110  6.8                                                  
 99840 2012   10   25        18 1011.4      x -999.5 -12.2 -999.5    120  4.6                                             
 99840 2012   10   26         0 1010.1 -999.5 -999.5 -10.8 -999.5    118  0.9                                                 
 99840 2012   10   26         6 1008.5      x      x  -6.3 -999.5    246  0.5                                      
 99840 2012   10   26        12 1008.1 -999.5 -999.5  -4.5 -999.5     40  4.8                                                
 99840 2012   10   26        18 1007.2      x -999.5  -4.9 -999.5     57  4.2                                           
 99840 2012   10   27         0 1006.2 -999.5 -999.5  -4.2 -999.5    359  4.3                                                
 99840 2012   10   27         6 1005.8    0.0      x  -4.9 -999.5    111  3.3                                        
 99840 2012   10   27        12 1007.6 -999.5 -999.5  -3.1 -999.5     93  3.0                                                
 99840 2012   10   27        18 1008.7    0.1 -999.5  -3.3 -999.5    129  1.3                                              
 99840 2012   10   28         0 1009.7 -999.5 -999.5  -7.1 -999.5    110  2.0                                                
 99840 2012   10   28         6 1008.3      x -999.5  -7.8 -999.5    112  1.6                                           
 99840 2012   10   28        12 1006.7 -999.5 -999.5 -10.4 -999.5    121  3.8                                                  
 99840 2012   10   28        18 1004.9      x -999.5 -11.1 -999.5    121  5.4                                             
 99840 2012   10   29         0 1004.0 -999.5 -999.5 -11.5 -999.5    118  5.0                                                 
 99840 2012   10   29         6 1002.9      x      x  -9.2 -999.5    106  5.9                                      
 99840 2012   10   29        12 1004.0 -999.5 -999.5  -8.2 -999.5    110  5.8                                                 
 99840 2012   10   29        18 1005.1      x -999.5  -4.7 -999.5    143  4.4                                            
 99840 2012   10   30         0 1007.2 -999.5 -999.5  -5.7 -999.5    105  3.9                                                
 99840 2012   10   30         6 1008.7      x      x  -5.2 -999.5    114  3.7                                      
 99840 2012   10   30        12 1011.2 -999.5 -999.5  -5.7 -999.5    116  4.0                                                 
 99840 2012   10   30        18 1012.0      x -999.5  -6.3 -999.5    126  4.2                                            
 99840 2012   10   31         0 1012.2 -999.5 -999.5  -4.9 -999.5     90  3.8                                               
 99840 2012   10   31         6 1011.6      x      x  -4.6 -999.5    108  2.8                                      
 99840 2012   10   31        12 1010.7 -999.5 -999.5  -2.9 -999.5     93  6.7                                                
 99840 2012   10   31        18 1006.9    0.0 -999.5  -2.4 -999.5     87  8.1                                             
 99840 2012   11    1         0 1002.8 -999.5 -999.5  -0.5 -999.5     70  9.8                                              
 99840 2012   11    1         6 1001.8    0.0 -999.5   0.0 -999.5    113  5.6                                           
 99840 2012   11    1        12 1003.5 -999.5 -999.5   1.8 -999.5    109  6.1                                               
 99840 2012   11    1        18 1007.2    0.5 -999.5   1.6 -999.5    117  6.1                                            
 99840 2012   11    2         0 1010.1 -999.5 -999.5   1.8 -999.5    122  4.6                                              
 99840 2012   11    2         6 1013.4      x -999.5   1.3 -999.5    138  5.2                                         
 99840 2012   11    2        12 1015.6 -999.5 -999.5   1.5 -999.5    125  5.7                                               
 99840 2012   11    2        18 1016.3      x -999.5   0.0 -999.5    135  6.9                                          
 99840 2012   11    3         0 1014.9 -999.5 -999.5  -0.1 -999.5    114  5.4                                               
 99840 2012   11    3         6 1011.2      x      x  -0.6 -999.5    127  7.8                                     
 99840 2012   11    3        12 1006.7 -999.5 -999.5   0.4 -999.5    115  5.3                                               
 99840 2012   11    3        18 1000.8    0.4 -999.5   0.2 -999.5     35  2.9                                           
 99840 2012   11    4         0  996.2 -999.5 -999.5   0.7 -999.5    175  2.3                                             
 99840 2012   11    4         6  993.5    0.1 -999.5   0.5 -999.5      0  0.0                                        
 99840 2012   11    4        12  990.6 -999.5 -999.5   0.2 -999.5    236  1.4                                              
 99840 2012   11    4        18  986.9    1.8 -999.5   0.0 -999.5    111  1.9                                           
 99840 2012   11    5         0  983.9 -999.5 -999.5   3.0 -999.5     80  2.0                                            
 99840 2012   11    5         6  984.2    1.0 -999.5   0.6 -999.5    245  9.1                                          
 99840 2012   11    5        12  987.8 -999.5 -999.5  -1.7 -999.5    256  6.8                                               
 99840 2012   11    5        18  988.6    0.1 -999.5  -2.6 -999.5    124  3.9                                            
 99840 2012   11    6         0  988.1 -999.5 -999.5  -2.6 -999.5     92  3.6                                             
 99840 2012   11    6         6  986.2    0.0 -999.5  -4.5 -999.5    124  6.4                                           
 99840 2012   11    6        12  985.1 -999.5 -999.5  -5.1 -999.5    126  3.2                                               
 99840 2012   11    6        18  985.4    0.0 -999.5  -5.7 -999.5    145  2.5                                            
 99840 2012   11    7         0  986.6 -999.5 -999.5  -6.4 -999.5    131  2.8                                              
 99840 2012   11    7         6  987.9    0.0 -999.5  -7.5 -999.5    127  5.0                                           
 99840 2012   11    7        12  988.9 -999.5 -999.5  -7.1 -999.5    107  4.3                                               
 99840 2012   11    7        18  988.8    0.1 -999.5  -6.9 -999.5    131  5.2                                            
 99840 2012   11    8         0  988.9 -999.5 -999.5  -8.1 -999.5    116  4.4                                              
 99840 2012   11    8         6  989.3      x      x  -8.1 -999.5     29  6.2                                   
 99840 2012   11    8        12  990.0 -999.5 -999.5  -9.9 -999.5    358  8.2                                               
 99840 2012   11    8        18  991.7      x -999.5 -11.1 -999.5    328  8.3                                           
 99840 2012   11    9         0  994.4 -999.5 -999.5 -11.9 -999.5    341  6.1                                               
 99840 2012   11    9         6  997.1      x      x -12.1 -999.5    314  7.4                                     
 99840 2012   11    9        12 1000.7 -999.5 -999.5 -12.2 -999.5    317  8.2                                                 
 99840 2012   11    9        18 1003.4    0.0 -999.5 -12.7 -999.5    308  7.0                                              
 99840 2012   11   10         0 1005.1 -999.5 -999.5 -13.5 -999.5    235  2.7                                                 
 99840 2012   11   10         6 1007.0      x      x -12.6 -999.5    324  4.3                                       
 99840 2012   11   10        12 1007.0 -999.5 -999.5 -11.2 -999.5    315  6.3                                                  
 99840 2012   11   10        18 1006.7      x -999.5 -11.9 -999.5    288  5.3                                             
 99840 2012   11   11         0 1005.7 -999.5 -999.5 -10.1 -999.5    297  3.4                                                 
 99840 2012   11   11         6 1003.9    0.0      x -11.3 -999.5    118  5.4                                         
 99840 2012   11   11        12 1001.5 -999.5 -999.5  -9.9 -999.5    125  5.0                                                 
 99840 2012   11   11        18  999.0      x -999.5 -12.0 -999.5    113  6.6                                            
 99840 2012   11   12         0  996.3 -999.5 -999.5  -8.6 -999.5    126  7.0                                               
 99840 2012   11   12         6  993.8      x      x  -6.7 -999.5    112 10.6                                      
 99840 2012   11   12        12  994.4 -999.5 -999.5  -6.4 -999.5     94  5.6                                               
 99840 2012   11   12        18  996.9    3.3 -999.5  -5.7 -999.5     92  2.8                                            
 99840 2012   11   13         0  999.3 -999.5 -999.5  -7.0 -999.5    107  0.9                                               
 99840 2012   11   13         6 1001.4    0.3 -999.5  -8.8 -999.5    122  2.9                                             
 99840 2012   11   13        12 1003.8 -999.5 -999.5  -9.8 -999.5    116  2.5                                                 
 99840 2012   11   13        18 1005.5      x -999.5  -9.8 -999.5    118  2.4                                            
 99840 2012   11   14         0 1006.3 -999.5 -999.5 -10.3 -999.5    120  4.5                                                 
 99840 2012   11   14         6 1005.1      x      x -12.5 -999.5    124  5.4                                       
 99840 2012   11   14        12 1002.3 -999.5 -999.5  -7.1 -999.5    162  2.0                                                 
 99840 2012   11   14        18 1000.0      x -999.5  -6.7 -999.5    142  6.4                                            
 99840 2012   11   15         0  998.7 -999.5 -999.5  -6.6 -999.5    139  6.3                                               
 99840 2012   11   15         6  998.3      x      x  -6.5 -999.5    142  6.5                                     
 99840 2012   11   15        12  999.5 -999.5 -999.5  -9.2 -999.5    112  6.2                                                
 99840 2012   11   15        18 1000.7      x -999.5  -8.8 -999.5    117  5.7                                            
 99840 2012   11   16         0 1001.3 -999.5 -999.5  -8.9 -999.5    113  6.7                                                
 99840 2012   11   16         6 1001.1      x      x  -8.4 -999.5    112  3.8                                      
 99840 2012   11   16        12 1001.6 -999.5 -999.5  -8.2 -999.5    116  4.3                                                 
 99840 2012   11   16        18 1002.2      x -999.5  -6.9 -999.5    117  6.2                                            
 99840 2012   11   17         0 1002.3 -999.5 -999.5  -6.1 -999.5    125  2.0                                                
 99840 2012   11   17         6 1002.0    0.0      x  -6.8 -999.5     86  0.7                                       
 99840 2012   11   17        12 1002.1 -999.5 -999.5  -6.1 -999.5    118  3.5                                                 
 99840 2012   11   17        18 1001.4    0.0 -999.5  -2.0 -999.5     96  3.2                                             
 99840 2012   11   18         0 1000.6 -999.5 -999.5  -2.0 -999.5    114  8.5                                                
 99840 2012   11   18         6  999.1    0.0 -999.5  -2.3 -999.5    130 10.4                                             
 99840 2012   11   18        12  998.4 -999.5 -999.5  -2.5 -999.5    138  9.0                                                
 99840 2012   11   18        18  997.8    0.0 -999.5  -3.3 -999.5    132  7.4                                             
 99840 2012   11   19         0  997.4 -999.5 -999.5  -4.0 -999.5    130  9.0                                               
 99840 2012   11   19         6  997.8      x      x  -4.8 -999.5    128  7.6                                     
 99840 2012   11   19        12  999.1 -999.5 -999.5  -5.7 -999.5    119  6.0                                                
 99840 2012   11   19        18 1001.0      x -999.5  -7.3 -999.5    109  5.8                                            
 99840 2012   11   20         0 1002.4 -999.5 -999.5  -6.5 -999.5    131  5.6                                                
 99840 2012   11   20         6 1003.0    0.0      x  -6.4 -999.5    116  3.9                                        
 99840 2012   11   20        12 1003.7 -999.5 -999.5  -6.2 -999.5     97  1.5                                                
 99840 2012   11   20        18 1004.8    5.0 -999.5  -7.0 -999.5    135  0.8                                              
 99840 2012   11   21         0 1005.9 -999.5 -999.5  -7.8 -999.5    139  2.0                                                
 99840 2012   11   21         6 1006.0    0.2 -999.5  -8.8 -999.5    140  4.7                                             
 99840 2012   11   21        12 1006.6 -999.5 -999.5 -10.0 -999.5    131  5.2                                                  
 99840 2012   11   21        18 1005.9    0.1 -999.5 -12.2 -999.5    134  4.6                                               
 99840 2012   11   22         0 1006.2 -999.5 -999.5 -14.2 -999.5    123  5.3                                                 
 99840 2012   11   22         6 1007.8    0.0 -999.5 -10.1 -999.5     61  3.1                                             
 99840 2012   11   22        12 1011.8 -999.5 -999.5 -11.1 -999.5    343  5.8                                                  
 99840 2012   11   22        18 1015.3    0.1 -999.5 -13.0 -999.5    292  5.7                                               
 99840 2012   11   23         0 1017.0 -999.5 -999.5 -11.9 -999.5    309  5.2                                                 
 99840 2012   11   23         6 1017.9      x      x -15.0 -999.5    200  1.0                                       
 99840 2012   11   23        12 1020.5 -999.5 -999.5 -15.8 -999.5    107  2.1                                                  
 99840 2012   11   23        18 1021.4    0.0 -999.5 -15.7 -999.5    109  4.5                                               
 99840 2012   11   24         0 1022.5 -999.5 -999.5 -16.6 -999.5    111  5.8                                                 
 99840 2012   11   24         6 1021.3      x      x -14.4 -999.5    138  4.1                                       
 99840 2012   11   24        12 1021.1 -999.5 -999.5 -10.2 -999.5    149  5.6                                                  
 99840 2012   11   24        18 1018.7      x -999.5  -7.8 -999.5    133  9.7                                            
 99840 2012   11   25         0 1018.2 -999.5 -999.5  -6.8 -999.5    123 15.6                                                 
 99840 2012   11   25         6 1017.7    0.0      x  -3.2 -999.5    119  8.8                                        
 99840 2012   11   25        12 1019.3 -999.5 -999.5  -3.8 -999.5    122 11.8                                                  
 99840 2012   11   25        18 1021.3    0.0 -999.5  -3.6 -999.5    129 11.5                                               
 99840 2012   11   26         0 1023.3 -999.5 -999.5  -4.2 -999.5    123 14.6                                                 
 99840 2012   11   26         6 1024.7    0.0 -999.5  -3.8 -999.5    126 10.7                                              
 99840 2012   11   26        12 1027.5 -999.5 -999.5  -3.7 -999.5    123  8.7                                                 
 99840 2012   11   26        18 1028.8    0.0 -999.5  -3.3 -999.5    129 10.3                                               
 99840 2012   11   27         0 1029.9 -999.5 -999.5  -4.1 -999.5    135  8.9                                                
 99840 2012   11   27         6 1029.9    0.0 -999.5  -5.9 -999.5    139 10.5                                              
 99840 2012   11   27        12 1029.8 -999.5 -999.5  -6.8 -999.5    127  9.8                                                 
 99840 2012   11   27        18 1029.6    0.0 -999.5  -6.4 -999.5    112  6.8                                              
 99840 2012   11   28         0 1029.7 -999.5 -999.5  -5.8 -999.5    115  5.9                                                
 99840 2012   11   28         6 1029.4    0.0 -999.5  -5.4 -999.5    109  6.2                                             
 99840 2012   11   28        12 1029.9 -999.5 -999.5  -4.3 -999.5     91  3.3                                                
 99840 2012   11   28        18 1030.0    0.0 -999.5  -3.5 -999.5    112  3.6                                              
 99840 2012   11   29         0 1030.9 -999.5 -999.5  -4.5 -999.5    108  6.6                                                
 99840 2012   11   29         6 1030.5    0.1 -999.5  -5.8 -999.5    122  8.6                                             
 99840 2012   11   29        12 1030.3 -999.5 -999.5  -5.7 -999.5    142  7.2                                                 
 99840 2012   11   29        18 1030.5      x -999.5  -5.7 -999.5    124 10.2                                             
 99840 2012   11   30         0 1031.3 -999.5 -999.5  -5.1 -999.5    115  4.6                                                
 99840 2012   11   30         6 1031.6      x      x  -3.7 -999.5    118  6.6                                      
 99840 2012   11   30        12 1032.6 -999.5 -999.5  -3.7 -999.5    115  5.6                                                 
 99840 2012   11   30        18 1031.3    0.0 -999.5  -3.5 -999.5    117  8.1                                              
 99840 2012   12    1         0 1029.0 -999.5 -999.5  -2.6 -999.5    122  4.3                                               
 99840 2012   12    1         6 1026.6    0.0 -999.5  -3.0 -999.5    133  4.6                                            
 99840 2012   12    1        12 1024.8 -999.5 -999.5  -1.7 -999.5    142  6.7                                                
 99840 2012   12    1        18 1022.1    0.0 -999.5  -4.3 -999.5    117  6.0                                             
 99840 2012   12    2         0 1020.3 -999.5 -999.5  -4.3 -999.5    117  6.3                                               
 99840 2012   12    2         6 1019.4    0.0 -999.5  -4.2 -999.5    118  6.1                                            
 99840 2012   12    2        12 1020.8 -999.5 -999.5  -5.1 -999.5    122  4.9                                                
 99840 2012   12    2        18 1020.9      x -999.5  -6.8 -999.5    120  5.2                                           
 99840 2012   12    3         0 1021.0 -999.5 -999.5  -7.2 -999.5    121  2.5                                               
 99840 2012   12    3         6 1020.4    0.0 -999.5  -3.6 -999.5    215  0.9                                            
 99840 2012   12    3        12 1020.2 -999.5 -999.5  -2.8 -999.5    161  2.1                                                
 99840 2012   12    3        18 1019.5      x -999.5  -7.1 -999.5    114  3.5                                           
 99840 2012   12    4         0 1019.0 -999.5 -999.5  -5.5 -999.5    115  5.6                                               
 99840 2012   12    4         6 1017.7      x      x  -5.6 -999.5    111  3.0                                     
 99840 2012   12    4        12 1016.5 -999.5 -999.5  -6.8 -999.5    109  3.4                                                
 99840 2012   12    4        18 1015.5      . -999.5  -9.5 -999.5    111  3.8                                           
 99840 2012   12    5         0 1014.2 -999.5 -999.5 -10.6 -999.5    110  5.5                                                
 99840 2012   12    5         6 1012.6      x -999.5 -11.6 -999.5    114  4.7                                           
 99840 2012   12    5        12 1012.1 -999.5 -999.5 -11.0 -999.5    114  4.2                                                 
 99840 2012   12    5        18 1010.7      x -999.5 -11.0 -999.5    124  3.9                                            
 99840 2012   12    6         0 1008.3 -999.5 -999.5  -8.3 -999.5    116  3.1                                               
 99840 2012   12    6         6 1006.4    0.0      x  -6.8 -999.5    105  3.7                                       
 99840 2012   12    6        12 1006.3 -999.5 -999.5  -2.8 -999.5    217  4.0                                                
 99840 2012   12    6        18 1006.3    4.3 -999.5  -3.0 -999.5    262  8.5                                             
 99840 2012   12    7         0 1007.9 -999.5 -999.5  -4.6 -999.5    202  5.2                                               
 99840 2012   12    7         6 1010.1    0.0 -999.5  -6.8 -999.5    121  3.5                                            
 99840 2012   12    7        12 1013.1 -999.5 -999.5  -4.7 -999.5    125  3.8                                                
 99840 2012   12    7        18 1017.2    0.2 -999.5  -5.0 -999.5    131  3.0                                             
 99840 2012   12    8         0 1021.0 -999.5 -999.5  -4.5 -999.5    186  5.7                                               
 99840 2012   12    8         6 1024.8    0.0 -999.5  -4.6 -999.5    170  1.0                                            
 99840 2012   12    8        12 1027.7 -999.5 -999.5  -8.4 -999.5    131  6.0                                                
 99840 2012   12    8        18 1026.6      x -999.5  -3.1 -999.5    121  2.6                                           
 99840 2012   12    9         0 1021.9 -999.5 -999.5  -0.4 -999.5    117 11.5                                                
 99840 2012   12    9         6 1016.2    0.0      x   1.0 -999.5    134  7.0                                      
 99840 2012   12    9        12 1015.5 -999.5 -999.5  -0.1 -999.5    110  3.8                                                
 99840 2012   12    9        18 1015.9    1.1 -999.5   0.2 -999.5    275  1.7                                            
 99840 2012   12   10         0 1017.3 -999.5 -999.5  -0.4 -999.5    257  1.6                                                
 99840 2012   12   10         6 1018.2    0.6 -999.5  -0.5 -999.5     88  2.8                                            
 99840 2012   12   10        12 1018.8 -999.5 -999.5  -0.6 -999.5    104  0.6                                                 
 99840 2012   12   10        18 1019.6    0.1 -999.5   0.4 -999.5    124  3.8                                             
 99840 2012   12   11         0 1021.9 -999.5 -999.5   1.0 -999.5     97  2.0                                              
 99840 2012   12   11         6 1023.6    0.0 -999.5  -2.3 -999.5    154  1.7                                             
 99840 2012   12   11        12 1026.2 -999.5 -999.5  -1.1 -999.5    113  4.5                                                 
 99840 2012   12   11        18 1028.0      x -999.5  -4.7 -999.5    116  4.9                                            
 99840 2012   12   12         0 1027.6 -999.5 -999.5  -5.1 -999.5    112  6.1                                                
 99840 2012   12   12         6 1025.3      x      x  -3.9 -999.5    145  2.5                                      
 99840 2012   12   12        12 1022.5 -999.5 -999.5  -4.9 -999.5    143  4.8                                                 
 99840 2012   12   12        18 1020.2      x -999.5  -6.5 -999.5    126  3.4                                            
 99840 2012   12   13         0 1018.5 -999.5 -999.5  -7.6 -999.5    120  2.5                                                
 99840 2012   12   13         6 1016.9      x      x  -9.6 -999.5    115  2.6                                      
 99840 2012   12   13        12 1016.4 -999.5 -999.5  -9.8 -999.5    105  3.1                                                 
 99840 2012   12   13        18 1016.2      x -999.5  -7.2 -999.5    114  2.6                                            
 99840 2012   12   14         0 1017.1 -999.5 -999.5  -6.0 -999.5    167  0.8                                                
 99840 2012   12   14         6 1018.1      x      x  -8.5 -999.5    104  2.5                                      
 99840 2012   12   14        12 1017.4 -999.5 -999.5  -7.1 -999.5     96  2.2                                                
 99840 2012   12   14        18 1011.4      x -999.5  -4.4 -999.5     99  4.4                                           
 99840 2012   12   15         0 1005.6 -999.5 -999.5  -1.3 -999.5    138  5.9                                                
 99840 2012   12   15         6 1001.8    0.2      x  -4.7 -999.5    110  3.2                                        
 99840 2012   12   15        12 1002.6 -999.5 -999.5  -7.2 -999.5    137  1.1                                                 
 99840 2012   12   15        18 1002.6      x -999.5  -6.1 -999.5     94  4.1                                           
 99840 2012   12   16         0 1001.8 -999.5 -999.5  -1.9 -999.5    236  6.1                                                
 99840 2012   12   16         6 1002.2    2.0      x  -4.5 -999.5    279  7.3                                        
 99840 2012   12   16        12 1007.1 -999.5 -999.5  -6.5 -999.5     34 10.8                                                 
 99840 2012   12   16        18 1012.8    0.7 -999.5 -10.1 -999.5    125  4.0                                               
 99840 2012   12   17         0 1017.2 -999.5 -999.5 -12.3 -999.5    137  4.4                                                 
 99840 2012   12   17         6 1020.5      x      x -14.3 -999.5    108  3.2                                       
 99840 2012   12   17        12 1024.3 -999.5 -999.5 -14.3 -999.5    107  5.8                                                  
 99840 2012   12   17        18 1026.8      x -999.5 -14.6 -999.5    119  5.7                                             
 99840 2012   12   18         0 1027.8 -999.5 -999.5 -14.0 -999.5    122  6.6                                                 
 99840 2012   12   18         6 1023.7    0.1      x  -9.2 -999.5    122  7.8                                        
 99840 2012   12   18        12 1017.1 -999.5 -999.5  -4.7 -999.5    119  5.2                                                 
 99840 2012   12   18        18 1015.5    7.2 -999.5  -6.7 -999.5    216 10.8                                               
 99840 2012   12   19         0 1019.4 -999.5 -999.5 -11.5 -999.5    297  7.9                                                 
 99840 2012   12   19         6 1022.6    0.0 -999.5 -12.8 -999.5    123  1.3                                              
 99840 2012   12   19        12 1025.0 -999.5 -999.5 -14.1 -999.5    125  3.5                                                  
 99840 2012   12   19        18 1026.6    0.0 -999.5 -16.2 -999.5    115  5.7                                               
 99840 2012   12   20         0 1026.0 -999.5 -999.5 -13.3 -999.5    113  4.2                                                 
 99840 2012   12   20         6 1024.4    0.0 -999.5 -11.6 -999.5    116  5.0                                              
 99840 2012   12   20        12 1020.0 -999.5 -999.5  -5.5 -999.5    126  7.5                                                 
 99840 2012   12   20        18 1012.9      x -999.5   0.2 -999.5    195  8.3                                           
 99840 2012   12   21         0 1008.8 -999.5 -999.5  -0.3 -999.5    243  7.9                                                
 99840 2012   12   21         6 1006.2    3.9      x  -5.9 -999.5    254 12.5                                         
 99840 2012   12   21        12 1003.3 -999.5 -999.5  -9.9 -999.5    224 12.9                                                  
 99840 2012   12   21        18 1002.5   19.5 -999.5 -10.2 -999.5    262 14.9                                                 
 99840 2012   12   22         0 1005.5 -999.5 -999.5  -8.4 -999.5    272 13.4                                                 
 99840 2012   12   22         6 1011.7    0.0 -999.5  -9.0 -999.5    307  9.2                                             
 99840 2012   12   22        12 1018.2 -999.5 -999.5 -10.2 -999.5    244  3.2                                                  
 99840 2012   12   22        18 1020.4    0.1 -999.5 -13.5 -999.5    110  5.9                                               
 99840 2012   12   23         0 1019.9 -999.5 -999.5 -11.1 -999.5    121  5.6                                                 
 99840 2012   12   23         6 1015.7    0.0 -999.5  -9.9 -999.5    111  5.8                                             
 99840 2012   12   23        12 1011.7 -999.5 -999.5 -13.3 -999.5    124  3.1                                                  
 99840 2012   12   23        18 1007.5    0.0 -999.5 -13.2 -999.5     70  0.7                                              
 99840 2012   12   24         0 1003.1 -999.5 -999.5 -12.0 -999.5    340  7.4                                                 
 99840 2012   12   24         6 1001.0    0.0 -999.5 -15.7 -999.5    327  7.6                                              
 99840 2012   12   24        12  996.7 -999.5 -999.5 -14.6 -999.5    300  8.0                                                 
 99840 2012   12   24        18  994.8    0.0 -999.5 -17.2 -999.5    324  6.7                                              
 99840 2012   12   25         0  994.9 -999.5 -999.5 -18.4 -999.5     76  3.6                                               
 99840 2012   12   25         6  994.3    0.6 -999.5 -20.2 -999.5    130  5.2                                             
 99840 2012   12   25        12  993.9 -999.5 -999.5 -21.5 -999.5    129  6.2                                                 
 99840 2012   12   25        18  991.1    0.0 -999.5 -21.8 -999.5    119  4.7                                              
 99840 2012   12   26         0  988.1 -999.5 -999.5 -12.4 -999.5     51  8.9                                               
 99840 2012   12   26         6  985.9    0.0 -999.5 -13.3 -999.5    349  6.1                                             
 99840 2012   12   26        12  984.3 -999.5 -999.5 -15.8 -999.5    352  3.7                                                 
 99840 2012   12   26        18  983.6    0.2 -999.5 -18.9 -999.5    119  6.6                                              
 99840 2012   12   27         0  985.0 -999.5 -999.5 -16.5 -999.5    113  6.2                                                
 99840 2012   12   27         6  987.0    0.0 -999.5 -16.0 -999.5    114  7.3                                             
 99840 2012   12   27        12  991.3 -999.5 -999.5 -13.3 -999.5    197  6.0                                                 
 99840 2012   12   27        18  996.1    0.1 -999.5 -15.8 -999.5    125  2.6                                              
 99840 2012   12   28         0  999.1 -999.5 -999.5 -16.6 -999.5    123  7.0                                                
 99840 2012   12   28         6 1001.0    0.1 -999.5 -17.9 -999.5    115  4.6                                              
 99840 2012   12   28        12 1001.6 -999.5 -999.5 -15.0 -999.5    122  3.7                                                  
 99840 2012   12   28        18  997.7      x -999.5 -11.2 -999.5    116  3.1                                            
 99840 2012   12   29         0  996.4 -999.5 -999.5  -7.8 -999.5    213  5.6                                               
 99840 2012   12   29         6  997.5    3.1      x  -6.4 -999.5    239 13.3                                        
 99840 2012   12   29        12 1001.4 -999.5 -999.5  -9.5 -999.5    161  4.8                                                 
 99840 2012   12   29        18 1002.8    0.1 -999.5  -9.4 -999.5    199  8.0                                              
 99840 2012   12   30         0 1002.5 -999.5 -999.5  -8.3 -999.5    123  7.2                                                
 99840 2012   12   30         6  999.0    0.2 -999.5  -3.1 -999.5    144  3.5                                            
 99840 2012   12   30        12  997.3 -999.5 -999.5  -1.5 -999.5    120  8.6                                                
 99840 2012   12   30        18  994.8    1.0 -999.5   0.3 -999.5    117  8.9                                            
 99840 2012   12   31         0  994.5 -999.5 -999.5  -0.2 -999.5    110  8.7                                               
 99840 2012   12   31         6  991.2    2.0 -999.5  -0.8 -999.5     94 14.1                                            
 99840 2012   12   31        12  989.0 -999.5 -999.5  -0.7 -999.5     91 16.3                                                
 99840 2012   12   31        18  986.9    0.2 -999.5   0.0 -999.5    117 15.5                                             
 99840 2013    1    1         0  987.8 -999.5 -999.5   1.4 -999.5    103 14.2                                             
 99840 2013    1    1         6  989.0    0.0 -999.5   0.6 -999.5    122 15.6                                          
 99840 2013    1    1        12  990.9 -999.5 -999.5   0.5 -999.5    116 10.3                                              
 99840 2013    1    1        18  990.4      x -999.5   0.6 -999.5    124  9.9                                        
 99840 2013    1    2         0  990.7 -999.5 -999.5   0.9 -999.5    126  7.4                                            
 99840 2013    1    2         6  990.1    0.0      x   0.3 -999.5    142  7.8                                    
 99840 2013    1    2        12  990.1 -999.5 -999.5   1.6 -999.5    128 10.0                                              
 99840 2013    1    2        18  988.7    0.0 -999.5   0.9 -999.5    116  7.3                                          
 99840 2013    1    3         0  987.5 -999.5 -999.5   0.2 -999.5    142  4.6                                            
